GEMS Station Number,Local Station Number,Country Name,Water Type,Station Identifier,Station Narrative,Water Body Name,Main Basin,Upstream Basin Area,Elevation,Monitoring Type,Date Station Opened,Responsible Collection Agency,Latitude,Longitude,River Width,Discharge,Max. Depth,Lake Area,Lake Volume,Average Retention,Area of Aquifer,Depth of Impermeable Lining,Production Zone,Mean Abstraction Rate,Mean Abstraction Level
SWE00073,SE758793-162214,Sweden,River station,ABISKOJOKK R�DA BRON,,,TORNE/TORNEALVEN,,,IMPACT,2000-12-22,European Environment Agency,68.35625,18.77182,,,,,,,,,,,
SWE00074,SE614762-138161,Sweden,River station,NYBROAN VID GOLFBANAN VID BRO,,,,,4,TREND,,European Environment Agency,55.444,13.93443,,,,,,,,,,,
SWE00075,SE614886-136002,Sweden,River station,SKIVARPSAN SKIVARP,,,,,19,TREND,,European Environment Agency,55.44943,13.5929,,,,,,,,,,,
SWE00076,SE617027-137477,Sweden,River station,TOLANGAAN TOLANGA,,,,,62,TREND,,European Environment Agency,55.64561,13.81616,,,,,,,,,,,
SWE00077,SE617263-135608,Sweden,River station,KLINGAVALSAN VOMB,,,,,22,TREND,,European Environment Agency,55.66162,13.51831,,,,,,,,,,,
SWE00078,SE617799-133269,Sweden,River station,HOJE A TROLLEBERG NEDSTR KALLBY ARV,,,,,13,TREND,,European Environment Agency,55.70222,13.14379,,,,,,,,,,,
SWE00079,SE619510-135900,Sweden,Lake station,OSTRA RINGSJON,,,,,53,TREND,,European Environment Agency,55.86414,13.55306,,,,,,,,,,,
SWE00080,SE623000-131000,Sweden,River station,VEGE A,,,,,5,TREND,,European Environment Agency,56.21448,12.79628,,,,,,,,,,,
SWE00081,SE625989-131913,Sweden,River station,STENSAN MALEN,,,,,11,TREND,,European Environment Agency,56.43198,12.87307,,,,,,,,,,,
SWE00082,SE626827-132577,Sweden,River station,SMEDJEAN V MELLBY,,,,,6,TREND,,European Environment Agency,56.50964,12.97498,,,,,,,,,,,
SWE00083,SE627515-132620,Sweden,River station,GENEVADSAN TONNERSA,,,,,9,TREND,,European Environment Agency,56.57151,12.97735,,,,,,,,,,,
SWE00084,SE628120-132365,Sweden,River station,TRONNINGEAN TRONNINGE,,,,,4,TREND,,European Environment Agency,56.62504,12.9322,,,,,,,,,,,
SWE00085,SE628430-132237,Sweden,River station,FYLLEAN FYLLEBRO,,,,,6,TREND,,European Environment Agency,56.65201,12.90878,,,,,,,,,,,
SWE00086,SE632033-152167,Sweden,River station,ALSTERAN GETEBRO,,,,,70,TREND,,European Environment Agency,57.0089,16.16188,,,,,,,,,,,
SWE00087,SE637535-164346,Sweden,River station,LIFFEDARVE,,,,,12,TREND,,European Environment Agency,57.48081,18.19703,,,,,,,,,,,
SWE00088,SE638491-166721,Sweden,River station,GOTHEMSAN HORSNE,,,,,18,TREND,,European Environment Agency,57.5584,18.599,,,,,,,,,,,
SWE00089,SE640670-140210,Sweden,Lake station,MUNKSJON MITT,,,MOTALA STROM,,86,TREND,,European Environment Agency,57.77208,14.16533,,,,,,,,,,,
SWE00090,SE641732-140096,Sweden,River station,LILLAN BANKERYD UTLOPP VATTERN,,,MOTALA STROM,,106,TREND,,European Environment Agency,57.86932,14.13631,,,,,,,,,,,
SWE00091,SE641827-139990,Sweden,River station,DOMNEAN UTL VATTERN,,,MOTALA STROM,,99,TREND,,European Environment Agency,57.8776,14.1181,,,,,,,,,,,
SWE00092,SE643167-140119,Sweden,River station,GAGNAN NEDSTROMS ARV,,,MOTALA STROM,,124,TREND,,European Environment Agency,57.99816,14.13419,,,,,,,,,,,
SWE00093,SE643205-140046,Sweden,River station,GAGNAN,,,MOTALA STROM,,196,TREND,,European Environment Agency,58.0014,14.12169,,,,,,,,,,,
SWE00094,SE646771-129330,Sweden,River station,GOTA ALV TROLLHATTAN,,,KLARALVEN,,49,TREND,,European Environment Agency,58.28411,12.28073,,,,,,,,,,,
SWE00095,SE646970-129665,Sweden,River station,STALLBACKAAN,,,KLARALVEN,,43,TREND,,European Environment Agency,58.30353,12.336,,,,,,,,,,,
SWE00096,SE647575-131470,Sweden,River station,NOSSAN BRON VID VAG 560,,,KLARALVEN,,50,TREND,,European Environment Agency,58.36572,12.6385,,,,,,,,,,,
SWE00097,SE655385-140604,Sweden,River station,VISMAN NYBBLE,,,KLARALVEN,,58,TREND,,European Environment Agency,59.09574,14.16573,,,,,,,,,,,
SWE00098,SE656203-133484,Sweden,River station,BYALVEN SAFFLE,,BY RIVER,KLARALVEN,,52,TREND,,European Environment Agency,59.14736,12.91866,,,,,,,,,,,
SWE00099,SE658535-133765,Sweden,River station,BORGVIKSALVEN BORGVIK,,,KLARALVEN,,68,TREND,,European Environment Agency,59.35752,12.9512,,,,,,,,,,,
SWE00100,SE658834-139524,Sweden,River station,OLMAN HULT,,,KLARALVEN,,64,TREND,,European Environment Agency,59.40259,13.96074,,,,,,,,,,,
SWE00101,SE658873-137513,Sweden,River station,ALSTERALVEN ALSTER,,,KLARALVEN,,66,TREND,,European Environment Agency,59.40061,13.60673,,,,,,,,,,,
SWE00102,SE658981-135385,Sweden,River station,NORSALVEN NORSBRON,,,KLARALVEN,,57,TREND,,European Environment Agency,59.40346,13.23174,,,,,,,,,,,
SWE00103,SE659439-136626,Sweden,River station,KLARALVEN ALMAR FD FARJEPLATSEN,,,KLARALVEN,,49,TREND,,European Environment Agency,59.44864,13.44717,,,,,,,,,,,
SWE00104,SE662506-158465,Sweden,River station,ORSUNDAAN ORSUNDSBRO,,,,,12,TREND,,European Environment Agency,59.73663,17.31029,,,,,,,,,,,
SWE00105,SE665550-137656,Sweden,River station,UVAN NORRA RADA,,,KLARALVEN,,142,TREND,,European Environment Agency,59.99992,13.59269,,,,,,,,,,,
SWE00106,SE665649-161397,Sweden,River station,SAVJAAN INGVASTA,,,,,-9999,TREND,,European Environment Agency,60.0116,17.8485,,,,,,,,,,,
SWE00107,SE669500-163246,Sweden,River station,FORSMARKSAN JOHANNISFORS,,,,,-9999,TREND,,European Environment Agency,60.3514,18.2048,,,,,,,,,,,
SWE00108,SE670757-145007,Sweden,River station,V DALALVEN MOCKFJARD,,"VAESTER DAL-AELF, WEST DAL RIVER",DALALVEN,,-9999,TREND,,European Environment Agency,60.4827,14.897,,,,,,,,,,,
SWE00109,SE675032-135400,Sweden,River station,LILL-FAMTAN,,,KLARALVEN,,-9999,TREND,,European Environment Agency,60.8426,13.1195,,,,,,,,,,,
SWE00110,SE680235-141799,Sweden,Lake station,BOSJON,,,DALALVEN,,,TREND,,European Environment Agency,61.32775,14.27349,,,,,,,,,,,
SWE00111,SE690530-152405,Sweden,River station,STORMYRBACKEN,,,,,,TREND,,European Environment Agency,62.2594,16.268,,,,,,,,,,,
SWE00112,SE691743-155984,Sweden,River station,LJUNGAN SKALLBOLEFORSEN,,LJUNGON,,,,TREND,,European Environment Agency,62.3642,16.9609,,,,,,,,,,,
SWE00113,SE694231-133350,Sweden,River station,LJUSNAN FUNASDALEN,,"LIUNGAN, LJUSNA",,,,TREND,,European Environment Agency,62.5548,12.5675,,,,,,,,,,,
SWE00114,SE697805-139065,Sweden,River station,ARAN,,,,,,TREND,,European Environment Agency,62.89634,13.65418,,,,,,,,,,,
SWE00115,SE700057-152778,Sweden,River station,INDALSALVEN HAMMARSTRAND,,,INDALSALVEN,,,TREND,,European Environment Agency,63.1139,16.3554,,,,,,,,,,,
SWE00116,SE700773-157350,Sweden,River station,ANGERMANALVEN SOLLEFTEA,,,ANGERMAN,,,TREND,,European Environment Agency,63.1717,17.2641,,,,,,,,,,,
SWE00117,SE703055-166572,Sweden,River station,GIDE ALV GIDEABACKA,,"GIDE AELF, GIDEAN",,,,TREND,,European Environment Agency,63.3456,19.1156,,,,,,,,,,,
SWE00118,SE703411-148805,Sweden,River station,AMMERAN SKYTTMON,,,INDALSALVEN,,,TREND,,European Environment Agency,63.4157,15.5657,,,,,,,,,,,
SWE00119,SE703847-162474,Sweden,River station,VASTERSEL,,,,,,TREND,,European Environment Agency,63.4332,18.3042,,,,,,,,,,,
SWE00120,SE705438-167938,Sweden,River station,LOGDE ALV LOGDEA,,"LAEGBE, LOEGDEALV",,,,TREND,,European Environment Agency,63.5523,19.4147,,,,,,,,,,,
SWE00121,SE707160-168739,Sweden,River station,ORE ALV TORRBOLE,,,,,,TREND,,European Environment Agency,63.7023,19.596,,,,,,,,,,,
SWE00122,SE711900-175034,Sweden,River station,RICKLEAN UTL,,,,,,TREND,,European Environment Agency,64.0868,20.9412,,,,,,,,,,,
SWE00123,SE716805-166700,Sweden,River station,VINDELALVEN MALTBRANNAN,,,,,,TREND,,European Environment Agency,64.5762,19.2911,,,,,,,,,,,
SWE00124,SE718001-147980,Sweden,River station,MESJON,,,ANGERMAN,,,TREND,,European Environment Agency,64.724,15.3811,,,,,,,,,,,
SWE00125,SE719095-173622,Sweden,River station,KVISTFORSEN,,"SKELLEFTEAELV, SKELLEFTEELF",,,,TREND,,European Environment Agency,64.7397,20.7679,,,,,,,,,,,
SWE00126,SE721000-174904,Sweden,River station,OSTVIK,,,,,,TREND,,European Environment Agency,64.9007,21.0691,,,,,,,,,,,
SWE00127,SE726410-175525,Sweden,River station,PITE ALV BOLEBYN,,,,,,TREND,,European Environment Agency,65.379,21.2989,,,,,,,,,,,
SWE00128,SE726942-176351,Sweden,River station,ALTERALVEN NORRFJARDEN,,,,,,TREND,,European Environment Agency,65.4199,21.4859,,,,,,,,,,,
SWE00129,SE732407-183604,Sweden,River station,KALIX ALV KARLSBORG,,"VINDELAELVEN, KALIX, KALIX AELF, KALIXELF",,,,TREND,,European Environment Agency,65.8396,23.1732,,,,,,,,,,,
SWE00130,SE733222-181059,Sweden,River station,TORE ALV INFL BOLTRASKET,,,,,,TREND,,European Environment Agency,65.9379,22.6395,,,,,,,,,,,
SWE00131,SE733833-177925,Sweden,River station,RANE ALV NIEMISEL,,,,,,TREND,,European Environment Agency,66.0214,21.9682,,,,,,,,,,,
SWE00132,SE740810-178405,Sweden,River station,OVRE LANSJARV,,,KALIXALVEN,,,TREND,,European Environment Agency,66.639,22.2309,,,,,,,,,,,
SWE00133,SE741419-169012,Sweden,River station,MUDDUSALVEN,,,LULEALVEN,,,TREND,,European Environment Agency,66.76575,20.12467,,,,,,,,,,,
SWE00134,SE1002,Sweden,River station,TVALLEN,,,KLARALVEN,,-9999,TREND,,European Environment Agency,60.0233,12.6305,,,,,,,,,,,
SWE00135,SE615365-134524,Sweden,Lake station,HAVGARDSSJON,,,,,52,TREND,,European Environment Agency,55.48797,13.35687,,,,,,,,,,,
SWE00136,SE615375-137087,Sweden,Lake station,KRAGEHOLMSSJON,,,,,42,TREND,,European Environment Agency,55.4963,13.76197,,,,,,,,,,,
SWE00137,SE615899-136823,Sweden,Lake station,ELLESTADSJON,,,,,38,TREND,,European Environment Agency,55.54264,13.71774,,,,,,,,,,,
SWE00138,SE616397-135001,Sweden,River station,HACKEBERGASJON,,,,,50,TREND,,European Environment Agency,55.58212,13.42675,,,,,,,,,,,
SWE00139,SE617797-135339,Sweden,Lake station,KRANKESJON,,,,,20,TREND,,European Environment Agency,55.70874,13.47275,,,,,,,,,,,
SWE00140,SE620953-135500,Sweden,Lake station,DAGTORPSSJON,,,,,115,TREND,,European Environment Agency,55.9925,13.4842,,,,,,,,,,,
SWE00141,SE621576-133939,Sweden,River station,SKARAN TOSTARP,,,,,100,TREND,,European Environment Agency,56.04338,13.22788,,,,,,,,,,,
SWE00142,SE622020-139540,Sweden,River station,HELGEAN VID TORSEBRO,,,,,1,TREND,,European Environment Agency,56.09874,14.1244,,,,,,,,,,,
SWE00143,SE622080-141495,Sweden,Lake station,IVOSJON,,,,,4,TREND,,European Environment Agency,56.10801,14.43825,,,,,,,,,,,
SWE00144,SE622410-135589,Sweden,Lake station,FAGLASJON,,,,,105,TREND,,European Environment Agency,56.1237,13.4907,,,,,,,,,,,
SWE00145,SE622803-144609,Sweden,Lake station,SVINARYDSJON,,,,,39,TREND,,European Environment Agency,56.17746,14.93721,,,,,,,,,,,
SWE00146,SE623624-141149,Sweden,Lake station,BAEN,,,,,107,TREND,,European Environment Agency,56.24601,14.37753,,,,,,,,,,,
SWE00147,SE624038-143063,Sweden,River station,ORSJON,,,,,97,TREND,,European Environment Agency,56.28636,14.6851,,,,,,,,,,,
SWE00148,SE624178-134911,Sweden,Lake station,LARKESHOLMSSJON,,,,,90,TREND,,European Environment Agency,56.2802,13.3717,,,,,,,,,,,
SWE00149,SE624421-147234,Sweden,Lake station,SANNEN,,,,,65,TREND,,European Environment Agency,56.32502,15.35816,,,,,,,,,,,
SWE00150,SE625182-146796,Sweden,Lake station,SKARAVATTNET,,,,,97,TREND,,European Environment Agency,56.3235,14.3783,,,,,,,,,,,
SWE00151,SE625612-138546,Sweden,Lake station,SVANSHALSSJON,,,,,107,TREND,,European Environment Agency,56.419,13.952,,,,,,,,,,,
SWE00152,SE625911-138823,Sweden,Lake station,LIASJON,,,,,121,TREND,,European Environment Agency,56.4465,13.9957,,,,,,,,,,,
SWE00153,SE626898-138855,Sweden,Lake station,FARSTUSJON,,,,,139,TREND,,European Environment Agency,56.5352,13.9965,,,,,,,,,,,
SWE00154,SE627443-149526,Sweden,Lake station,BRUNNSJON,,,,,102,TREND,,European Environment Agency,56.5972,15.72808,,,,,,,,,,,
SWE00155,SE628606-133205,Sweden,Lake station,STORA SKARSJON,,,,,67,TREND,,European Environment Agency,56.6715,13.06533,,,,,,,,,,,
SWE00156,SE629026-147562,Sweden,Lake station,TOMESHULTAGOLEN,,,,,180,TREND,,European Environment Agency,56.73874,15.40685,,,,,,,,,,,
SWE00157,SE629570-135470,Sweden,Lake station,RAMMSJON,,,,,168,TREND,,European Environment Agency,56.76558,13.429,,,,,,,,,,,
SWE00158,SE630549-140714,Sweden,Lake station,GOLASJON,,,,,175,TREND,,European Environment Agency,56.867,14.2855,,,,,,,,,,,
SWE00159,SE630605-144655,Sweden,Lake station,HINNASJON,,,,,183,TREND,,European Environment Agency,56.8781,14.92857,,,,,,,,,,,
SWE00160,SE631360-146750,Sweden,Lake station,STORASJO,,,,,257,TREND,,European Environment Agency,56.94783,15.27119,,,,,,,,,,,
SWE00161,SE632231-136476,Sweden,River station,HARASJON,,,,,173,TREND,,European Environment Agency,57.00738,13.57921,,,,,,,,,,,
SWE00162,SE632515-146675,Sweden,Lake station,HJARTSJON,,,,,279,TREND,,European Environment Agency,57.05149,15.25734,,,,,,,,,,,
SWE00163,SE633025-142267,Sweden,Lake station,FIOLEN,,,,,231,TREND,,European Environment Agency,57.09199,14.52957,,,,,,,,,,,
SWE00164,SE633344-130068,Sweden,Lake station,SKARSJON,,,,,57,TREND,,European Environment Agency,57.08398,12.51729,,,,,,,,,,,
SWE00165,SE633437-143286,Sweden,Lake station,KLINTSJON,,,,,245,TREND,,European Environment Agency,57.1275,14.6995,,,,,,,,,,,
SWE00166,SE633738-142203,Sweden,Lake station,STORA SKARSJON,,,,,217,TREND,,European Environment Agency,57.15589,14.51681,,,,,,,,,,,
SWE00167,SE633959-144217,Sweden,Lake station,SKARLEN,,,,,217,TREND,,European Environment Agency,57.179,14.852,,,,,,,,,,,
SWE00168,SE633989-140731,Sweden,River station,ALGARYDSSJON,,,,,203,TREND,,European Environment Agency,57.17569,14.27272,,,,,,,,,,,
SWE00169,SE634447-144024,Sweden,River station,HOLMESHULTASJON,,,,,214,TREND,,European Environment Agency,57.2225,14.8188,,,,,,,,,,,
SWE00170,SE634496-146157,Sweden,River station,VRANGEN,,,,,288,TREND,,European Environment Agency,57.2292,15.1718,,,,,,,,,,,
SWE00171,SE635878-137392,Sweden,Lake station,HAGASJON,,,,,176,TREND,,European Environment Agency,57.33724,13.71143,,,,,,,,,,,
SWE00172,SE637120-145525,Sweden,Lake station,TANGERDASJON,,,,,216,TREND,,European Environment Agency,57.46399,15.05955,,,,,,,,,,,
SWE00173,SE637121-151366,Sweden,Lake station,TANGERSJO,,,,,133,TREND,,European Environment Agency,57.46609,16.03284,,,,,,,,,,,
SWE00174,SE637260-128728,Sweden,Lake station,SKARSJON,,,,,73,TREND,,European Environment Agency,57.42895,12.26315,,,,,,,,,,,
SWE00175,SE638085-138862,Sweden,Lake station,MOSSJON MITT,,,,,279,TREND,,European Environment Agency,57.53913,13.94535,,,,,,,,,,,
SWE00176,SE638665-129243,Sweden,River station,LILLA ORESJON,,,,,119,TREND,,European Environment Agency,57.55727,12.33679,,,,,,,,,,,
SWE00177,SE638725-146677,Sweden,Lake station,FJARASJO,,,,,246,TREND,,European Environment Agency,57.60908,15.2493,,,,,,,,,,,
SWE00178,SE639047-149701,Sweden,Lake station,HOKESJON,,,MOTALA STROM,,155,TREND,,European Environment Agency,57.63922,15.75515,,,,,,,,,,,
SWE00179,SE640609-148673,Sweden,Lake station,SKARGOLEN,,,MOTALA STROM,,196,TREND,,European Environment Agency,57.77928,15.58217,,,,,,,,,,,
SWE00180,SE641603-144848,Sweden,Lake station,FORSJON MITT,,,MOTALA STROM,,277,TREND,,European Environment Agency,57.86574,14.93717,,,,,,,,,,,
SWE00181,SE641980-126935,Sweden,River station,NORDRE ALV GULLO,,,KLARALVEN,,6,TREND,,European Environment Agency,57.84315,11.92043,,,,,,,,,,,
SWE00182,SE642008-168013,Sweden,Lake station,HORSAN,,,,,5,TREND,,European Environment Agency,57.86882,18.8409,,,,,,,,,,,
SWE00183,SE642122-148744,Sweden,Lake station,GLIMMINGEN,,,MOTALA STROM,,180,TREND,,European Environment Agency,57.91514,15.5933,,,,,,,,,,,
SWE00184,SE642260-139876,Sweden,River station,HOKESAN,,,MOTALA STROM,,165,TREND,,European Environment Agency,57.91621,14.097,,,,,,,,,,,
SWE00185,SE642489-151724,Sweden,Lake station,ALLGJUTTERN,,,,,142,TREND,,European Environment Agency,57.94794,16.09632,,,,,,,,,,,
SWE00186,SE642555-168553,Sweden,Lake station,BASTETRASK,,,,,6,TREND,,European Environment Agency,57.91564,18.936,,,,,,,,,,,
SWE00187,SE643914-127698,Sweden,Lake station,HARSVATTEN,,,,,140,TREND,,European Environment Agency,58.0202,12.03039,,,,,,,,,,,
SWE00188,SE644463-139986,Sweden,River station,ST LUMMERSJON,,,MOTALA STROM,,244,TREND,,European Environment Agency,58.11417,14.10621,,,,,,,,,,,
SWE00189,SE644987-152393,Sweden,Lake station,OJSJON,,,,,111,TREND,,European Environment Agency,58.17191,16.21181,,,,,,,,,,,
SWE00190,SE646293-126302,Sweden,Lake station,GRANVATTNET,,,,,62,TREND,,European Environment Agency,58.22605,11.77069,,,,,,,,,,,
SWE00191,SE646965-154810,Sweden,River station,BORRUMSBACKEN,,,,,19,TREND,,European Environment Agency,58.34751,16.62658,,,,,,,,,,,
SWE00192,SE647050-130644,Sweden,River station,ALSJON,,,KLARALVEN,,116,TREND,,European Environment Agency,58.3151,12.50202,,,,,,,,,,,
